2023_Q1,4.2443836261442485,2.204763838733509,9041.670000000016,4529.670000000017,200.27857891263716,23.566407452041666,2.1123595505617976,2.5752999402144976
2023_Q2,3.5396712332367404,1.6313558279403526,11862.779999999624,5430.779999999625,70.02549822349148,7.045376854121278,3.0112359550561796,1.914347703240464
2023_Q3,1.8779607301742163,-0.01577962449169325,3904.100000000135,-31.89999999986503,10.241665932501526,-0.4179124148833916,1.8426966292134832,-0.0
2023_Q4,3.4410801319305753,1.1819081721514682,5603.340000000235,1907.3400000002348,38.078857343981426,5.901177508538923,1.7303370786516854,0.44031465391894425
2024_Q1,0.7200366176290236,-1.3084920233180795,1312.5400000000718,-2383.459999999928,1.5253649889677068,-2.023462184351364,1.75,-1.5707715584034765
2024_Q2,-0.43205172459489966,-2.2085092488770695,-843.5399999996025,-4299.5399999996025,-1.2772527709613768,-2.4483956296425347,1.6179775280898876,-3.9503825165321573
2024_Q3,1.064518909933033,-0.2881209744246462,2696.5300000000934,-711.4699999999066,2.8978721031629737,-0.6110233055763675,1.5434782608695652,-0.0
2024_Q4,1.0724992939268356,-0.5785871665450781,2307.469999999721,-1244.530000000279,2.442915026047673,-0.787884764933995,1.608695652173913,-0.2359495159417164
2025_Q1,1.1723930727929663,0.17476283625098765,3826.559999999772,562.5599999997721,4.038910942135382,-0.12711212908720704,1.5280898876404494,-0.0
2025_Q2,2.9843114832429696,1.7214526490841071,8363.070000000616,4715.070000000616,33.531643423624445,9.912736698853521,1.6703296703296704,1.8941845054559767
2025_Q3,1.410764768883835,0.03470456645838284,3049.159999999938,73.15999999993801,8.127230541694882,-0.2970831312894366,1.3478260869565217,-0.0
2025_Q4,4.512868389085821,3.5242447591467654,4922.470000000312,3722.470000000312,87.03304739533314,40.579936189705315,1.6129032258064515,3.9750292859103675
